ids,name,full_name,inviable
YMR314W,PRE5,PRoteinase yscE,1
YMR315W,,,0
YMR315W-A,,,0
YMR316C-A,,,0
YMR316C-B,,,0
YMR316W,DIA1,Digs Into Agar,0
YMR317W,,,0
YMR318C,ADH6,Alcohol DeHydrogenase,0
YMR319C,FET4,FErrous Transport,0
YMR320W,,,0
YMR322C,SNO4,SNZ proximal Open reading frame,0
YMR326C,,,0
YNL001W,DOM34,Duplication Of Multilocus region,0
YNL002C,RLP7,Ribosomal-Like Protein,1
YNL003C,PET8,PETite colonies,0
YNL004W,HRB1,Hypothetical RNA-Binding protein,0
YNL005C,MRP7,Mitochondrial Ribosomal Protein,0
YNL006W,LST8,Lethal with Sec Thirteen,1
YNL007C,SIS1,SIt4 Suppressor,1
YNL008C,ASI3,Amino acid Sensor-Independent,0
YNL009W,IDP3,"Isocitrate Dehydrogenase, NADP-dependent",0
YNL010W,PYP1,PolYol Phosphatase,0
YNL011C,,,0
YNL012W,SPO1,SPOrulation,0
YNL013C,,,0
YNL014W,HEF3,Homolog of EF-3,0
YNL015W,PBI2,Proteinase B Inhibitor,0
YNL016W,PUB1,PolyUridylate Binding,0
YNL020C,ARK1,Actin Regulating Kinase,0
YNL021W,HDA1,Histone DeAcetylase,0
YNL022C,RCM1,,0
YNL023C,FAP1,FKBP12-Associated Protein,0
YNL024C,EFM6,Elongation Factor Methyltransferase,0
YNL024C-A,KSH1,"KSH (similar to the Hungarian word for ""small"")",1
YNL025C,SSN8,Suppressor of SNf1,0
YNL026W,SAM50,Sorting and Assembly Machinery,1
YNL027W,CRZ1,Calcineurin-Responsive Zinc finger,0
YNL028W,,,0
YNL029C,KTR5,Kre Two Related,0
YNL030W,HHF2,Histone H Four,0
YNL031C,HHT2,Histone H Three,1
YNL032W,SIW14,Synthetic Interaction with Whi2,0
YNL034W,,,0
YNL035C,,,0
YNL037C,IDH1,Isocitrate DeHydrogenase,0
YNL038W,GPI15,GlycosylPhosphatidylInositol anchor biosynthesis,1
YNL039W,BDP1,B Double Prime,1
YNL040W,,,0
YNL041C,COG6,Conserved Oligomeric Golgi complex,0
YNL042W,BOP3,Bypass Of Pam1,0
YNL042W-B,,,0
YNL043C,,,0
YNL044W,YIP3,Ypt-Interacting Protein,0
YNL045W,LAP2,Leucine AminoPeptidases,0
YNL046W,,,0
YNL049C,SFB2,Sed Five Binding,0
YNL050C,,,0
YNL051W,COG5,Conserved Oligomeric Golgi complex,0
YNL052W,COX5A,Cytochrome c OXidase,0
YNL054W,VAC7,VACuolar segregation,0
YNL056W,OCA2,Oxidant-induced Cell cycle Arrest,0
YNL057W,,,0
YNL058C,,,0
YNL059C,ARP5,Actin-Related Protein,0
YNL061W,NOP2,NucleOlar Protein,1
YNL062C,GCD10,General Control Derepressed,1
YNL063W,MTQ1,Methyltransferase,0
YNL064C,YDJ1,Yeast dnaJ,0
YNL065W,AQR1,Acids Quinidine Resistance,0
YNL066W,SUN4,Sim1 Uth1 Nca3,0
YNL067W,RPL9B,Ribosomal Protein of the Large subunit,0
YNL067W-B,,,0
YNL068C,FKH2,ForK head Homolog,0
YNL069C,RPL16B,Ribosomal Protein of the Large subunit,0
YNL070W,TOM7,Translocase of the Outer Mitochondrial membrane,0
YNL071W,LAT1,,0
YNL072W,RNH201,RNase H,0
YNL073W,MSK1,"Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)",0
YNL074C,MLF3,Multicopy suppressor of LeFlunomide sensitivity,0
YNL075W,IMP4,Interacting with Mpp10p,1
YNL076W,MKS1,Multicopy Kinase Suppressor,0
YNL077W,APJ1,Anti-Prion DnaJ,0
YNL078W,NIS1,Neck protein Interacting with Septins,0
YNL079C,TPM1,TroPoMyosin,0
YNL080C,EOS1,ER-localized and Oxidants Sensitive,0
YNL081C,SWS2,Sick Without Securin,0
YNL082W,PMS1,PostMeiotic Segregation,0
YNL083W,SAL1,Suppressor of Aac2 Lethality,0
YNL084C,END3,ENDocytosis defective,0
YNL085W,MKT1,Maintenance of K2 Killer Toxin,0
YNL086W,SNN1,SNapiN,0
YNL087W,TCB2,Three Calcium and lipid Binding domains (TriCalBins),0
YNL088W,TOP2,TOPoisomerase,1
YNL089C,,,0
YNL090W,RHO2,Ras HOmolog,0
YNL091W,NST1,Negatively affects Salt Tolerance,0
YNL092W,,,0
YNL093W,YPT53,Yeast Protein Two,0
YNL094W,APP1,Actin Patch Protein,0
YNL095C,,,0
YNL097C,PHO23,PHOsphate metabolism,0
YNL097C-B,,,0
YNL098C,RAS2,homologous to RAS proto-oncogene,0
YNL099C,OCA1,Oxidant-induced Cell-cycle Arrest,0
YNL100W,MIC27,MItochondrial contact site and Cristae organizing system,0
YNL101W,AVT4,Amino acid Vacuolar Transport,0
YNL102W,POL1,POLymerase,1
YNL103W,MET4,METhionine requiring,1
YNL104C,LEU4,LEUcine biosynthesis,0
YNL105W,RRT16,Regulator of rDNA Transcription,0
YNL106C,INP52,INositol polyphosphate 5-Phosphatase,0
YNL107W,YAF9,Yeast homolog of the human leukemogenic protein AF9,0
YNL108C,,,0
YNL110C,NOP15,NucleOlar Protein,1
YNL112W,DBP2,Dead Box Protein,1
YNL113W,RPC19,RNA Polymerase C,1
YNL114C,,,1
YNL115C,,,0
YNL116W,DMA2,Defective in Mitotic Arrest,0
YNL117W,MLS1,MaLate Synthase,0
YNL118C,DCP2,mRNA DeCaPping,1
YNL119W,NCS2,Needs Cla4 to Survive,0
YNL120C,,,0
YNL121C,TOM70,Translocase of the Outer Mitochondrial membrane,0
YNL122C,MRP35,Mitochondrial Ribosomal Protein,0
YNL123W,NMA111,Nuclear Mediator of Apoptosis,0
YNL124W,NAF1,Nuclear Assembly Factor,1
YNL125C,ESBP6,,0
YNL126W,SPC98,Spindle Pole Component,1
YNL127W,FAR11,Factor ARrest,0
YNL128W,TEP1,TEnsin-like Phosphatase,0
YNL129W,NRK1,Nicotinamide Riboside Kinase,0
YNL130C,CPT1,CholinePhosphoTransferase,0
YNL130C-A,DGR1,2-Deoxy-Glucose Resistant 1,0
YNL131W,TOM22,Translocase of the Outer Mitochondrial membrane,1
YNL132W,KRE33,Killer toxin REsistant,1
YNL133C,FYV6,Function required for Yeast Viability,0
YNL134C,,,0
YNL135C,FPR1,Fk 506-sensitive Proline Rotamase,0
YNL136W,EAF7,Esa1-Associated Factor,0
YNL137C,NAM9,Nuclear Accommodation of Mitochondria,1
YNL138W,SRV2,Suppressor of RasVal19,0
YNL138W-A,YSF3,Yeast Splicing Factor 3b subunit,1
YNL139C,THO2,suppressor of the Transcriptional defect of Hpr1 by Overexpression,0
YNL140C,,,0
YNL141W,AAH1,Adenine AminoHydrolase,0
YNL142W,MEP2,,0
YNL143C,,,0
YNL144C,,,0
YNL145W,MFA2,Mating Factor A,0
YNL146C-A,,,0
YNL146W,,,0
YNL147W,LSM7,Like SM,0
YNL148C,ALF1,ALpha tubulin Folding,0
YNL149C,PGA2,Processing of Gas1p and ALP,1
YNL150W,,,1
YNL151C,RPC31,RNA Polymerase C,1
YNL152W,INN1,required for INgressioN,1
YNL153C,GIM3,Gene Involved in Microtubule biogenesis,0
YNL154C,YCK2,Yeast Casein Kinase,0
YNL155W,CUZ1,Cdc48-associated UBL/Zn-finger protein,0
YNL156C,NSG2,,0
YNL157W,IGO1,Initiation of G zerO,0
YNL158W,PGA1,Processing of Gas1p and ALP,1
YNL159C,ASI2,Amino acid Sensor-Independent,0
YNL160W,YGP1,Yeast GlycoProtein,0
YNL161W,CBK1,Cell wall Biosynthesis Kinase,1
YNL162W,RPL42A,Ribosomal Protein of the Large subunit,1
YNL162W-A,,,0
YNL163C,RIA1,RIbosome Assembly,1
YNL164C,IBD2,Inhibition of Bud Division 2,0
YNL165W,,,0
YNL166C,BNI5,Bud Neck Involved,0
YNL167C,SKO1,Suppressor of Kinase Overexpression,0
YNL168C,FMP41,Found in Mitochondrial Proteome,0
YNL169C,PSD1,PhosphatidylSerine Decarboxylase,0
YNL170W,,,0
YNL171C,,,0
YNL172W,APC1,Anaphase Promoting Complex subunit,1
YNL173C,MDG1,Multicopy suppressor of Defective G-protein,0
YNL175C,NOP13,NucleOlar Protein,0
YNL176C,TDA7,Topoisomerase I Damage Affected,0
YNL177C,MRPL22,"Mitochondrial Ribosomal Protein, Large subunit",0
YNL178W,RPS3,Ribosomal Protein of the Small subunit,1
YNL179C,,,0
YNL180C,RHO5,Ras HOmolog,0
YNL181W,PBR1,Potentiates Bioactive compound Response,1
YNL182C,IPI3,Involved in Processing ITS2,1
YNL183C,NPR1,Nitrogen Permease Reactivator,0
YNL184C,,,0
YNL185C,MRPL19,"Mitochondrial Ribosomal Protein, Large subunit",0
YNL187W,SWT21,Synthetic With Tgs1,0
YNL188W,KAR1,KARyogamy,1
YNL189W,SRP1,Suppressor of Rna Polymerase I,1
YNL190W,,,0
YNL191W,DUG3,Deficient in Utilization of Glutathione,0
YNL192W,CHS1,CHitin Synthase,0
YNL193W,,,0
YNL194C,,,0
YNL195C,,,0
YNL196C,SLZ1,,0
YNL197C,WHI3,WHIskey,0
YNL198C,,,0
YNL199C,GCR2,GlyColysis Regulation,0
YNL200C,NNR1,Nicotinamide Nucleotide Repair,0
YNL201C,PSY2,Platinum SensitivitY,0
YNL202W,SPS19,SPorulation-Specific,0
YNL203C,,,0
YNL204C,SPS18,SPorulation-Specific,0
YNL205C,,,0
YNL206C,RTT106,Regulator of Ty1 Transposition,0
YNL207W,RIO2,RIght Open reading frame,1
YNL208W,,,0
YNL210W,MER1,MEiotic Recombination,0
YNL211C,MRX7,Mitochondrial oRganization of gene eXpression (MIOREX),0
YNL212W,VID27,Vacuolar Import and Degradation,0
YNL213C,RRG9,Required for Respiratory Growth,0
YNL214W,PEX17,PEroXisome related,0
YNL215W,IES2,Ino Eighty Subunit,0
YNL216W,RAP1,Repressor/Activator site binding Protein,1
YNL217W,PPN2,,0
YNL218W,MGS1,Maintenance of Genome Stability,0
YNL219C,ALG9,Asparagine-Linked Glycosylation,0
YNL221C,POP1,Processing Of Precursor RNAs,1
YNL222W,SSU72,"Suppressor of SUa7, gene 2",1
YNL223W,ATG4,AuTophaGy related,0
YNL224C,SQS1,SQuelch of Splicing suppression,0
YNL225C,CNM67,Chaotic Nuclear Migration,0
YNL226W,,,0
YNL227C,JJJ1,J-protein (Type III),0
YNL228W,,,0
YNL229C,URE2,UREidosuccinate transport,0
YNL230C,ELA1,ELongin A,0
YNL231C,PDR16,Pleiotropic Drug Resistance,0
YNL232W,CSL4,Cep1 Synthetic Lethal,1
YNL233W,BNI4,Bud Neck Involved,0
YNL234W,,,0
YNL235C,,,0
YNL236W,SIN4,Switch INdependent,0
YNL237W,YTP1,Yeast putative Transmembrane Protein,0
YNL238W,KEX2,Killer EXpression defective,0
YNL239W,LAP3,Leucine AminoPeptidases,0
YNL240C,NAR1,Nuclear Architecture Related,1
YNL241C,ZWF1,ZWischenFerment,0
YNL242W,ATG2,AuTophaGy related,0
YNL243W,SLA2,Synthetic Lethal with ABP1,0
YNL244C,SUI1,SUppressor of Initiator codon,1
YNL245C,CWC25,Complexed With Cef1p,1
YNL246W,VPS75,Vacuolar Protein Sorting,0
YNL247W,CRS1,"Cysteinyl-tRNA Synthetase, CysRS",1
YNL248C,RPA49,RNA Polymerase A,0
YNL249C,MPA43,Multicopy PDC1 Activator,0
YNL250W,RAD50,RADiation sensitive,0
YNL251C,NRD1,Nuclear pre-mRNA Down-regulation,1
YNL252C,MRPL17,"Mitochondrial Ribosomal Protein, Large subunit",0
YNL253W,TEX1,TrEX component,0
YNL254C,RTC4,Restriction of Telomere Capping,0
YNL255C,GIS2,GIg Suppressor,0
YNL256W,FOL1,FOLic acid synthesis,1
YNL257C,SIP3,SNF1-Interacting Protein,0
YNL258C,DSL1,Dependence on SLy1-20,1
YNL259C,ATX1,AnTioXidant,0
YNL260C,LTO1,required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen,1
YNL261W,ORC5,Origin Recognition Complex,1
YNL262W,POL2,POLymerase,1
YNL263C,YIF1,YIP1-Interacting Factor,1
YNL264C,PDR17,Pleiotropic Drug Resistance,0
YNL265C,IST1,Increased Sodium Tolerance,0
YNL266W,,,0
YNL267W,PIK1,Phosphatidyl Inositol Kinase,1
YNL268W,LYP1,LYsine-specific Permease,0
YNL269W,BSC4,Bypass of Stop Codon,0
YNL270C,ALP1,,0
YNL271C,BNI1,Bud Neck Involved,0
YNL272C,SEC2,SECretory,1
YNL273W,TOF1,TOpoisomerase I-interacting Factor,0
YNL274C,GOR1,GlyOxylate Reductase,0
YNL275W,BOR1,BORon transporter,0
YNL276C,,,0
YNL277W,MET2,METhionine requiring,0
YNL277W-A,,,0
YNL278W,CAF120,CCR4 Associated Factor,0
YNL279W,PRM1,Pheromone-Regulated Membrane protein,0
YNL280C,ERG24,ERGosterol biosynthesis,1
YNL281W,HCH1,High-Copy Hsp90 suppressor,0
YNL282W,POP3,Processing Of Precursor RNAs,1
YNL283C,WSC2,cell Wall integrity and Stress response Component,0
YNL285W,,,0
YNL286W,CUS2,Cold sensitive U2 snRNA Suppressor,0
YNL287W,SEC21,SECretory,1
YNL288W,CAF40,CCR4 Associated Factor,0
YNL289W,PCL1,Pho85 CycLin,0
YNL290W,RFC3,Replication Factor C,1
YNL291C,MID1,Mating pheromone-Induced Death,0
YNL292W,PUS4,PseudoUridine Synthase,0
YNL293W,MSB3,Multicopy Suppressor of Bud Emergence,0
YNL294C,RIM21,Regulator of IME2,0
YNL295W,MRX6,Mitochondrial oRganization of gene eXpression (MIOREX),0
YNL296W,,,0
YNL297C,MON2,MONensin sensitivity,0
YNL298W,CLA4,CLn Activity dependant,0
YNL299W,TRF5,Topoisomerase one-Related Function,0
YNL300W,TOS6,,0
YNL301C,RPL18B,Ribosomal Protein of the Large subunit,0
YNL302C,RPS19B,Ribosomal Protein of the Small subunit,0
YNL303W,,,0
YNL304W,YPT11,Yeast Protein Two,0
YNL305C,BXI1,BaX Inhibitor,0
YNL306W,MRPS18,"Mitochondrial Ribosomal Protein, Small subunit",1
YNL307C,MCK1,Meiosis and Centromere regulatory Kinase,0
YNL308C,KRI1,KRR1-Interacting protein,1
YNL309W,STB1,Sin Three Binding protein,0
YNL310C,ZIM17,ZInc finger Motif protein of 17 kDa,1
YNL311C,SKP2,homology with human SKP2,0
YNL312W,RFA2,Replication Factor A,1
YNL313C,EMW1,Essential for Maintenance of the cell Wall,1
YNL314W,DAL82,Degradation of Allantoin,0
YNL315C,ATP11,ATP synthase,0
YNL316C,PHA2,PHenylAlanine requiring,0
YNL317W,PFS2,Polyadenylation Factor Subunit,1
YNL318C,HXT14,HeXose Transporter,0
YNL319W,,,0
YNL320W,,,0
YNL321W,VNX1,Vacuolar Na+/H+ eXchanger,0
YNL322C,KRE1,Killer toxin REsistant,0
YNL323W,LEM3,Ligand-Effect Modulator,0
YNL324W,,,0
YNL325C,FIG4,Factor-Induced Gene,0
YNL326C,PFA3,Protein Fatty Acyltransferase,0
YNL327W,EGT2,Early G1 Transcript,0
YNL328C,MDJ2,Mitochondrial DnaJ homolog,0
YNL329C,PEX6,PEroXin,0
YNL330C,RPD3,Reduced Potassium Dependency,0
YNL331C,AAD14,Aryl-Alcohol Dehydrogenase,0
YNL332W,THI12,THIamine metabolism,0
YNL333W,SNZ2,SNooZe,0
YNL334C,SNO2,SNZ proximal Open reading frame,0
YNL335W,DDI3,DNA Damage Inducible,0
YNL336W,COS1,COnserved Sequence,0
YNL338W,,,0
YNL339C,YRF1-6,,0
YNR001C,CIT1,CITrate synthase,0
YNR002C,ATO2,Ammonia (Ammonium) Transport Outward,0
YNR003C,RPC34,RNA Polymerase C,1
YNR004W,SWM2,Synthetic With mud2-delta,0
YNR005C,,,0
YNR006W,VPS27,Vacuolar Protein Sorting,0
YNR007C,ATG3,AuTophaGy related,0
YNR008W,LRO1,Lecithin cholesterol acyl transferase Related Open reading frame,0
YNR009W,NRM1,Negative Regulator of MBF targets,0
YNR010W,CSE2,Chromosome SEgregation,0
YNR011C,PRP2,Pre-mRNA Processing,1
YNR012W,URK1,URidine Kinase,0
YNR013C,PHO91,PHOsphate metabolism,0
YNR014W,,,0
YNR015W,SMM1,Suppressor of Mitochondrial Mutation,0
YNR016C,ACC1,Acetyl-CoA Carboxylase,1
YNR017W,TIM23,Translocase of the Inner Mitochondrial membrane,1
YNR018W,RCF2,Respiratory superComplex Factor,0
YNR019W,ARE2,Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme,0
YNR020C,ATP23,,0
YNR021W,,,0
YNR022C,MRPL50,"Mitochondrial Ribosomal Protein, Large subunit",0
YNR023W,SNF12,Sucrose NonFermenting,0
YNR024W,MPP6,M-Phase Phosphoprotein 6 homolog,0
YNR025C,,,0
YNR026C,SEC12,SECretory,1
YNR027W,BUD17,BUD site selection,0
YNR028W,CPR8,Cyclosporin-sensitive Proline Rotamase,0
YNR029C,,,0
YNR030W,ALG12,Asparagine-Linked Glycosylation,0
YNR031C,SSK2,Suppressor of Sensor Kinase,0
YNR032C-A,HUB1,Homologous to UBiquitin,0
YNR032W,PPG1,Protein Phosphatase involved in Glycogen accumulation,0
YNR033W,ABZ1,para-AminoBenZoic acid (PABA) biosynthesis,0
YNR034W,SOL1,Suppressor Of Los1-1,0
YNR035C,ARC35,ARp2/3 Complex subunit,1
YNR036C,MRPS12,"Mitochondrial Ribosomal Protein, Small subunit",0
YNR037C,RSM19,Ribosomal Small subunit of Mitochondria,0
YNR038W,DBP6,Dead Box Protein,1
YNR039C,ZRG17,Zinc Regulated Gene,0
YNR040W,MRX15,Mitochondrial oRganization of gene eXpression (MIOREX),0
YNR041C,COQ2,COenzyme Q,0
YNR042W,,,0
YNR043W,MVD1,MeValonate pyrophosphate Decarboxylase,1
YNR044W,AGA1,a-AGglutinin,0
YNR045W,PET494,PETite colonies,0
YNR046W,TRM112,TRna Methyltransferase,1
YNR047W,FPK1,FliPase Kinase 1,0
YNR048W,,,0
YNR049C,MSO1,Multicopy suppressor of Sec One,0
YNR050C,LYS9,LYSine requiring,0
YNR051C,BRE5,BREfeldin A sensitivity,0
YNR052C,POP2,PGK promoter directed OverProduction,0
YNR053C,NOG2,NucleOlar G-protein,1
YNR054C,ESF2,Eighteen S rRNA Factor 2,1
YNR055C,HOL1,HistidinOl,0
YNR056C,BIO5,BIOtin,0
YNR057C,BIO4,BIOtin,0
YNR058W,BIO3,BIOtin,0
YNR059W,MNT4,MaNnosylTransferase,0
YNR060W,FRE4,Ferric REductase,0
YNR061C,,,0
YNR062C,PUL3,PULcherrimin,0
YNR063W,PUL4,PULcherrimin,0
YNR064C,,,0
YNR065C,,,0
YNR066C,,,0
YNR067C,DSE4,Daughter Specific Expression,0
YNR068C,,,0
YNR069C,BSC5,Bypass of Stop Codon,0
YNR070W,PDR18,Pleiotropic Drug Resistance,0
YNR071C,,,0
YNR072W,HXT17,HeXose Transporter,0
YNR073C,MAN2,MANnitol dehydrogenase,0
YNR074C,AIF1,Apoptosis-Inducing Factor,0
YNR075W,COS10,COnserved Sequence,0
YOL001W,PHO80,PHOsphate metabolism,0
YOL002C,IZH2,Implicated in Zinc Homeostasis,0
YOL003C,PFA4,Protein Fatty Acyltransferase,0
YOL004W,SIN3,Switch INdependent,0
YOL005C,RPB11,RNA Polymerase B,1
YOL006C,TOP1,TOPoisomerase,0
YOL007C,CSI2,Chitin Synthesis Involved,0
YOL008W,COQ10,COenzyme Q,0
YOL009C,MDM12,Mitochondrial Distribution and Morphology,0
YOL010W,RCL1,Rna 3'-terminal phosphate Cyclase Like,1
YOL011W,PLB3,PhosphoLipase B,0
YOL013C,HRD1,HMG-coA Reductase Degradation,0
YOL013W-B,,,0
YOL014W,,,0
YOL015W,IRC10,Increased Recombination Centers,0
YOL016C,CMK2,CalModulin dependent protein Kinase,0
YOL017W,ESC8,Establishes Silent Chromatin,0
YOL018C,TLG2,T-snare affecting a Late Golgi compartment,0
YOL019W,TOS7,Target Of Sbf,0
YOL019W-A,,,0
YOL020W,TAT2,Tryptophan Amino acid Transporter,0
YOL021C,DIS3,homolog of S. pombe dis3 (chromosome DISjunction),1
YOL022C,TSR4,Twenty S rRNA accumulation,1
YOL023W,IFM1,Initiation Factor of Mitochondria,0
YOL024W,,,0
YOL025W,LAG2,Longevity Assurance Gene,0
YOL026C,MIM1,Mitochondrial IMport,1
YOL027C,MDM38,Mitochondrial Distribution and Morphology,0
YOL028C,YAP7,Yeast AP-1,0
YOL029C,,,0
YOL030W,GAS5,Glycophospholipid-Anchored Surface protein,0
YOL031C,SIL1,Suppressor of the Ire1/Lhs1 double mutant,0
YOL032W,OPI10,OverProducer of Inositol,0
YOL033W,MSE1,"Mitochondrial aminoacyl-tRNA Synthetase, Glutamate (E)",0
YOL034W,SMC5,Structural Maintenance of Chromosomes,1
YOL035C,,,0
YOL036W,,,0
YOL037C,,,0
YOL038C-A,,,0
YOL038W,PRE6,PRoteinase yscE,1
YOL039W,RPP2A,Ribosomal Protein P2 Alpha,0
YOL040C,RPS15,Ribosomal Protein of the Small subunit,1
YOL041C,NOP12,NucleOlar Protein,0
YOL042W,NGL1,,0
YOL043C,NTG2,eNdonuclease Three-like Glycosylase,0
YOL044W,PEX15,PEroXisome related,0
YOL045W,PSK2,Pas domain-containing Serine/threonine protein Kinase,0
YOL046C,,,0
YOL047C,LDS2,Lipid Droplets in Sporulation,0
YOL048C,RRT8,Regulator of rDNA Transcription,0
YOL049W,GSH2,Glutathione,0
YOL050C,,,0
YOL051W,GAL11,GALactose metabolism,0
YOL052C,SPE2,SPErmidine auxotroph,0
YOL052C-A,DDR2,DNA Damage Responsive,0
YOL053W,AIM39,Altered Inheritance rate of Mitochondria,0
YOL054W,PSH1,Pob3/Spt16 Histone associated,0
YOL055C,THI20,THIamine metabolism,0
YOL056W,GPM3,Glycerate PhosphoMutase,0
YOL057W,,,0
YOL058W,ARG1,ARGinine requiring,0
YOL059W,GPD2,Glycerol-3-Phosphate Dehydrogenase,0
YOL060C,MAM3,,0
YOL061W,PRS5,PhosphoRibosylpyrophosphate Synthetase,0
YOL062C,APM4,clathrin Adaptor Protein complex Medium chain,0
YOL063C,CRT10,Constitutive RNR Transcription regulators,0
YOL064C,MET22,METhionine requiring,0
YOL065C,INP54,INositol polyphosphate 5-Phosphatase,0
YOL066C,RIB2,RIBoflavin biosynthesis,1
YOL067C,RTG1,ReTroGrade regulation,0
YOL068C,HST1,Homolog of SIR Two (SIR2),0
YOL069W,NUF2,NUclear Filament-containing protein,1
YOL070C,NBA1,Nap1p and Bud neck Associated,0
YOL071W,SDH5,Succinate DeHydrogenase,0
YOL072W,THP1,Tho2/Hpr1 Phenotype,0
YOL075C,,,0
YOL076W,MDM20,Mitochondrial Distribution and Morphology,0
YOL077C,BRX1,Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog,1
YOL077W-A,ATP19,ATP synthase,0
YOL078W,AVO1,Adheres VOraciously (to TOR2),1
YOL079W,,,0
YOL080C,REX4,Rna EXonuclease,0
YOL081W,IRA2,Inhibitory Regulator of the RAS-cAMP pathway,0
YOL082W,ATG19,AuTophaGy related,0
YOL083W,ATG34,AuTophaGy related,0
YOL084W,PHM7,PHosphate Metabolism,0
YOL085C,,,0
YOL086C,ADH1,Alcohol DeHydrogenase,0
YOL086W-A,MHF1,Mph1-associated Histone-Fold protein,0
YOL087C,DUF1,DUB-associated Factor 1,0
YOL088C,MPD2,Multicopy suppressor of PDI1 deletion,0
YOL089C,HAL9,HALotolerance,0
YOL090W,MSH2,MutS Homolog,0
YOL091W,SPO21,SPOrulation,0
YOL092W,YPQ1,Yeast PQ-loop protein,0
YOL093W,TRM10,Transfer RNA Methyltransferase,0
YOL094C,RFC4,Replication Factor C,1
YOL095C,HMI1,Helicase in MItochondria,0
YOL096C,COQ3,COenzyme Q,0
YOL097C,WRS1,W (tryptophan) RS (tRNA synthetase),1
YOL097W-A,,,0
YOL098C,SDD3,Suppressor of Degenerative Death,0
YOL099C,,,0
YOL100W,PKH2,Pkb-activating Kinase Homolog,0
YOL101C,IZH4,Implicated in Zinc Homeostasis,0
YOL102C,TPT1,tRNA 2'-PhosphoTransferase,1
YOL103W,ITR2,myo-Inositol TRansporter,0
YOL104C,NDJ1,NonDisJunction,0
YOL105C,WSC3,cell Wall integrity and Stress response Component,0
YOL106W,,,0
YOL107W,,,0
YOL108C,INO4,INOsitol requiring,0
YOL109W,ZEO1,ZEOcin resistance,0
YOL110W,SHR5,Suppressor of Hyperactive Ras,0
YOL111C,MDY2,Mating-Deficient Yeast,0
YOL112W,MSB4,Multicopy Suppression of a Budding defect,0
YOL113W,SKM1,STE20/PAK homologous Kinase related to Morphogenesis,0
YOL114C,PTH4,peptidyl tRNA hydrolase 4,0
YOL115W,PAP2,Poly(A) Polymerase,0
YOL116W,MSN1,Multicopy suppressor of SNF1 mutation,0
YOL117W,RRI2,,0
YOL118C,,,0
YOL119C,MCH4,MonoCarboxylate transporter Homolog,0
YOL120C,RPL18A,Ribosomal Protein of the Large subunit,1
YOL121C,RPS19A,Ribosomal Protein of the Small subunit,0
YOL122C,SMF1,Suppressor of Mitochondria import Function,0
YOL123W,HRP1,Heterogenous nuclear RibonucleoProtein,1
YOL124C,TRM11,TRna Methyltransferase,0
YOL125W,TRM13,TRna Methyltransferase,0
YOL126C,MDH2,Malate DeHydrogenase,0
YOL127W,RPL25,Ribosomal Protein of the Large subunit,1
YOL128C,YGK3,Yeast homolog of Glycogen synthase Kinase,0
YOL129W,VPS68,Vacuolar Protein Sorting,0
YOL130W,ALR1,ALuminum Resistance,1
YOL131W,,,0
YOL132W,GAS4,Glycophospholipid-Anchored Surface protein,0
YOL133W,HRT1,High level expression Reduces Ty3 transposition,1
YOL134C,,,1
YOL135C,MED7,MEDiator complex,1
YOL136C,PFK27,6-PhosphoFructo-2-Kinase,0
YOL137W,BSC6,Bypass of Stop Codon,0
YOL138C,RTC1,Restriction of Telomere Capping,0
YOL139C,CDC33,Cell Division Cycle,1
YOL141W,PPM2,Protein Phosphatase Methyltransferase,0
YOL143C,RIB4,RIBoflavin biosynthesis,0
YOL144W,NOP8,NucleOlar Protein,1
YOL146W,PSF3,Partner of Sld Five,1
YOL147C,PEX11,PEroXin,0
YOL149W,DCP1,mRNA DeCaPping,1
YOL150C,,,0
YOL151W,GRE2,Genes de Respuesta a Estres (stress responsive genes),0
YOL152W,FRE7,Ferric REductase,0
YOL154W,ZPS1,Zinc- and pH-regulated Surface protein,0
YOL155C,HPF1,Haze Protective Factor,0
YOL158C,ENB1,ENteroBactin,0
YOL159C,CSS3,Condition Specific Secretion,0
YOL159C-A,,,0
YOL160W,,,0
YOL162W,,,0
YOL163W,,,0
YOL164W-A,,,0
YOL165C,AAD15,Aryl-Alcohol Dehydrogenase,0
YOR001W,RRP6,Ribosomal RNA Processing,0
YOR002W,ALG6,Asparagine-Linked Glycosylation,0
YOR003W,YSP3,Yeast Subtilisin-like Protease III,0
YOR004W,UTP23,U Three-associated Protein,1
YOR005C,DNL4,DNA Ligase,0
YOR006C,TSR3,Twenty S rRNA accumulation,0
YOR007C,SGT2,Small Glutamine-rich Tetratricopeptide repeat-containing protein,0
YOR008C,SLG1,Synthetic Lethal with Gap,0
YOR008C-A,,,0
YOR009W,TIR4,TIp1-Related,0
YOR010C,TIR2,TIp1-Related,0
YOR011W,AUS1,ABC protein involved in Uptake of Sterols,0
YOR012W,,,0
YOR013W,IRC11,Increased Recombination Centers,0
YOR014W,RTS1,Rox Three Suppressor,0
YOR015W,,,0
YOR016C,ERP4,Emp24p/Erv25p Related Protein,0
YOR017W,PET127,PETite colonies,0
YOR018W,ROD1,Resistance to O-Dinitrobenzene,0
YOR019W,,,0
